No,Player,Age,Pos,G,GS,Wt,Ht,BirthDate,Yrs,AV,Team,Year
15.0,W Fuller,23,WR,10,10.0,184.0,73.0,4/16/1994,1,3,HTX,2017.0
68.0,B Giacomini,32,GC,16,16.0,320.0,79.0,9/27/1985,9,7,HTX,2017.0
21.0,M Gilchrist,29,DB,16,13.0,200.0,70.0,12/8/1988,6,4,HTX,2017.0
84.0,R Griffin,27,TE,7,6.0,255.0,78.0,1/11/1990,4,1,HTX,2017.0
29.0,A Hal,25,DB,16,16.0,184.0,70.0,5/30/1992,3,5,HTX,2017.0
17.0,C Hamilton,27,WR,3,1.0,201.0,74.0,11/13/1990,4,0,HTX,2017.0
93.0,J Heath,24,DE,13,9.0,300.0,78.0,6/18/1993,1,4,HTX,2017.0
50.0,B Heeney,25,LB,5,0.0,230.0,72.0,5/13/1992,2,0,HTX,2017.0
8.0,T Heinicke,24,QB,1,0.0,210.0,73.0,3/15/1993,0,0,HTX,2017.0
10.0,D Hopkins,25,WR,15,15.0,212.0,73.0,6/6/1992,4,10,HTX,2017.0
58.0,L Houston,30,DT,5,0.0,274.0,75.0,6/24/1987,7,1,HTX,2017.0
25.0,K Jackson,29,DB,16,14.0,183.0,70.0,4/10/1988,7,5,HTX,2017.0
44.0,J Jenkins,25,LB,7,1.0,240.0,72.0,3/13/1992,4,1,HTX,2017.0
30.0,K Johnson,25,DB,12,4.0,185.0,72.0,8/5/1992,2,2,HTX,2017.0
18.0,A Jones,23,WR,1,0.0,217.0,73.0,6/28/1994,0,0,HTX,2017.0
24.0,J Joseph,33,DB,16,16.0,186.0,71.0,4/16/1984,11,6,HTX,2017.0
94.0,U Kamalu,25,DE,9,2.0,295.0,78.0,11/2/1992,1,1,HTX,2017.0
63.0,K Lamm,25,T,10,4.0,310.0,77.0,6/5/1992,2,3,HTX,2017.0
96.0,K Langford,31,DE,1,0.0,305.0,78.0,1/27/1986,9,0,HTX,2017.0
9.0,S Lechler,41,PK,16,0.0,230.0,74.0,8/7/1976,17,4,HTX,2017.0
54.0,L Lewis,24,LB,2,0.0,255.0,75.0,11/9/1993,0,0,HTX,2017.0
88.0,R Malleck,24,TE,2,0.0,219.0,76.0,7/22/1993,0,0,HTX,2017.0
65.0,G Mancz,25,GC,10,7.0,302.0,76.0,4/23/1992,2,3,HTX,2017.0
66.0,N Martin,24,GC,14,14.0,295.0,76.0,4/29/1993,0,6,HTX,2017.0
55.0,B McKinney,25,LB,16,16.0,257.0,76.0,11/19/1992,2,7,HTX,2017.0
59.0,W Mercilus,27,DE,5,5.0,258.0,76.0,7/21/1990,5,2,HTX,2017.0
13.0,B Miller,25,WR,11,3.0,215.0,74.0,11/30/1992,1,1,HTX,2017.0
26.0,L Miller,26,RB,16,13.0,221.0,70.0,4/25/1991,5,7,HTX,2017.0
43.0,C Moore,24,S,14,3.0,200.0,74.0,1/28/1993,2,1,HTX,2017.0
52.0,B Peters,29,LB,16,0.0,237.0,76.0,10/31/1988,2,1,HTX,2017.0
35.0,E Pleasant,29,S,16,0.0,210.0,70.0,12/17/1988,5,1,HTX,2017.0
53.0,G President,24,DE,4,0.0,275.0,75.0,6/24/1993,0,0,HTX,2017.0
45.0,J Prosch,25,FB,16,5.0,255.0,73.0,8/21/1992,3,0,HTX,2017.0
85.0,M Pruitt,25,TE,1,0.0,245.0,74.0,3/24/1992,2,0,HTX,2017.0
77.0,D Quessenberry,27,T,2,0.0,310.0,77.0,8/24/1990,4,0,HTX,2017.0
98.0,D Reader,23,DT,14,14.0,347.0,75.0,7/1/1994,1,6,HTX,2017.0
3.0,T Savage,27,QB,8,7.0,230.0,76.0,4/26/1990,3,2,HTX,2017.0
57.0,B Scarlett,24,LB,11,5.0,263.0,76.0,7/31/1993,1,3,HTX,2017.0
62.0,C Slade,25,GC,5,3.0,315.0,77.0,5/4/1992,0,1,HTX,2017.0
11.0,J Strong,23,WR,1,0.0,220.0,74.0,1/25/1994,2,0,HTX,2017.0
71.0,X Su'a-Filo,26,OG,16,16.0,312.0,76.0,1/1/1991,3,7,HTX,2017.0
14.0,C Thompson,23,WR,13,0.0,175.0,72.0,5/9/1994,0,1,HTX,2017.0
22.0,J Todman,27,RB,14,0.0,200.0,70.0,2/24/1990,6,0,HTX,2017.0
91.0,C Watkins,24,DT,12,6.0,305.0,75.0,12/5/1993,0,3,HTX,2017.0
4.0,D Watson,22,QB,7,6.0,215.0,74.0,9/14/1995,0,7,HTX,2017.0
99.0,J Watt,28,DE,5,5.0,288.0,77.0,3/22/1989,6,2,HTX,2017.0
46.0,J Weeks,31,GC,16,0.0,242.0,70.0,2/17/1986,7,1,HTX,2017.0
11.0,D White,26,WR,2,1.0,195.0,72.0,10/16/1991,2,0,HTX,2017.0
40.0,M Williams,26,DB,10,0.0,196.0,71.0,3/24/1991,3,1,HTX,2017.0
2.0,T Yates,30,QB,4,3.0,215.0,76.0,5/28/1987,6,2,HTX,2017.0
50.0,T Adams,26,LB,4,0.0,230.0,74.0,4/11/1992,2,0,HTX,2018.0
88.0,J Akins,26,TE,16,6.0,243.0,76.0,4/19/1992,0,2,HTX,2018.0
23.0,J Bademosi,28,DB,16,0.0,219.0,72.0,7/23/1990,6,1,HTX,2018.0
97.0,A Blackson,26,DT,16,4.0,315.0,76.0,11/14/1992,3,4,HTX,2018.0
28.0,A Blue,27,RB,16,2.0,225.0,74.0,4/27/1991,4,5,HTX,2018.0
39.0,D Burton,24,WR,2,0.0,205.0,74.0,7/12/1994,0,0,HTX,2018.0
14.0,D Carter,25,WR,7,3.0,188.0,68.0,4/10/1993,0,2,HTX,2018.0
90.0,J Clowney,25,DE,15,14.0,255.0,77.0,2/14/1993,4,12,HTX,2018.0
18.0,S Coates,25,WR,12,0.0,210.0,73.0,3/31/1993,3,0,HTX,2018.0
51.0,D Cole,24,LB,8,0.0,237.0,72.0,5/19/1994,1,1,HTX,2018.0
22.0,A Colvin,27,DB,10,2.0,191.0,72.0,10/2/1991,4,2,HTX,2018.0
16.0,K Coutee,21,WR,6,2.0,180.0,71.0,1/14/1997,0,2,HTX,2018.0
95.0,C Covington,25,DT,12,2.0,289.0,74.0,10/16/1993,3,2,HTX,2018.0
41.0,Z Cunningham,24,LB,14,14.0,238.0,75.0,12/2/1994,1,9,HTX,2018.0
8.0,T Daniel,24,PK,16,0.0,231.0,73.0,12/8/1994,0,2,HTX,2018.0
70.0,J Davenport,23,T,16,15.0,315.0,79.0,1/9/1995,1,7,HTX,2018.0
92.0,B Dunn,26,DT,14,10.0,310.0,74.0,9/5/1992,4,5,HTX,2018.0
53.0,D Ejiofor,23,DE,12,0.0,255.0,76.0,4/24/1995,0,1,HTX,2018.0
12.0,B Ellington,27,WR,3,1.0,200.0,69.0,8/22/1991,4,1,HTX,2018.0
21.0,T Ervin,25,RB,9,0.0,185.0,70.0,10/7/1993,2,0,HTX,2018.0
7.0,K Fairbairn,24,PK,16,0.0,183.0,72.0,1/29/1994,1,4,HTX,2018.0
27.0,D Foreman,22,RB,1,0.0,236.0,73.0,4/24/1996,1,0,HTX,2018.0
15.0,W Fuller,24,WR,7,7.0,184.0,73.0,4/16/1994,2,4,HTX,2018.0
73.0,Z Fulton,27,OG,13,13.0,321.0,77.0,9/23/1991,4,6,HTX,2018.0
84.0,R Griffin,28,TE,14,11.0,255.0,78.0,1/11/1990,5,3,HTX,2018.0
29.0,A Hal,26,DB,8,2.0,184.0,70.0,5/30/1992,4,2,HTX,2018.0
93.0,J Heath,25,DE,5,0.0,300.0,78.0,6/18/1993,2,0,HTX,2018.0
76.0,S Henderson,26,T,1,1.0,351.0,79.0,1/21/1992,4,1,HTX,2018.0
10.0,D Hopkins,26,WR,16,16.0,212.0,73.0,6/6/1992,5,13,HTX,2018.0
38.0,B Howell,22,RB,15,0.0,215.0,73.0,3/27/1996,0,0,HTX,2018.0
25.0,K Jackson,30,DB,16,16.0,183.0,70.0,4/10/1988,8,6,HTX,2018.0
31.0,N Jamerson,23,S,10,0.0,200.0,71.0,12/15/1995,0,1,HTX,2018.0
30.0,K Johnson,26,DB,1,1.0,185.0,72.0,8/5/1992,3,0,HTX,2018.0
63.0,R Johnson,23,T,1,0.0,306.0,78.0,11/28/1995,0,0,HTX,2018.0
24.0,J Joseph,34,DB,14,14.0,186.0,71.0,4/16/1984,12,5,HTX,2018.0
58.0,P Kalambayi,23,LB,15,0.0,254.0,75.0,6/26/1995,0,1,HTX,2018.0
64.0,S Kelemete,28,T,15,14.0,301.0,75.0,5/10/1990,6,6,HTX,2018.0
49.0,J Keyes,25,LB,3,0.0,225.0,74.0,1/23/1993,3,0,HTX,2018.0
74.0,K Lamm,26,T,15,13.0,310.0,77.0,6/5/1992,3,6,HTX,2018.0
65.0,G Mancz,26,GC,16,4.0,302.0,76.0,4/23/1992,3,3,HTX,2018.0
66.0,N Martin,25,GC,16,16.0,295.0,76.0,4/29/1993,1,7,HTX,2018.0
32.0,T Mathieu,26,DB,16,16.0,190.0,69.0,5/13/1992,5,6,HTX,2018.0
55.0,B McKinney,26,LB,16,16.0,257.0,76.0,11/19/1992,3,12,HTX,2018.0
59.0,W Mercilus,28,DE,16,9.0,258.0,76.0,7/21/1990,6,5,HTX,2018.0
26.0,L Miller,27,RB,14,14.0,221.0,70.0,4/25/1991,6,8,HTX,2018.0
11.0,S Mitchell,24,WR,1,0.0,186.0,70.0,5/2/1994,0,0,HTX,2018.0
33.0,A Moore,23,DB,16,0.0,202.0,71.0,12/15/1995,0,1,HTX,2018.0
52.0,B Peters,30,LB,11,0.0,237.0,76.0,10/31/1988,3,1,HTX,2018.0
75.0,M Rankin,24,T,16,4.0,311.0,77.0,10/20/1994,0,3,HTX,2018.0
98.0,D Reader,24,DT,16,16.0,347.0,75.0,7/1/1994,2,8,HTX,2018.0
20.0,J Reid,21,S,16,12.0,203.0,73.0,2/15/1997,0,5,HTX,2018.0
57.0,B Scarlett,25,LB,12,3.0,263.0,76.0,7/31/1993,2,3,HTX,2018.0
71.0,D Sharpe,23,T,2,0.0,330.0,78.0,10/21/1995,1,0,HTX,2018.0
17.0,V Smith,22,WR,7,1.0,202.0,75.0,6/9/1996,0,1,HTX,2018.0
87.0,D Thomas,31,WR,7,7.0,225.0,75.0,12/25/1987,8,2,HTX,2018.0
83.0,J Thomas,22,TE,16,10.0,277.0,77.0,8/2/1996,0,2,HTX,2018.0
34.0,M Tyson,25,S,10,2.0,210.0,73.0,7/27/1993,0,1,HTX,2018.0
91.0,C Watkins,25,DT,4,0.0,305.0,75.0,12/5/1993,1,0,HTX,2018.0
4.0,D Watson,23,QB,16,16.0,215.0,74.0,9/14/1995,1,16,HTX,2018.0
99.0,J Watt,29,DE,16,16.0,288.0,77.0,3/22/1989,7,17,HTX,2018.0
5.0,J Webb,32,WR,16,0.0,231.0,76.0,11/14/1986,8,0,HTX,2018.0
36.0,K Webster,27,DB,2,2.0,190.0,71.0,2/1/1991,5,1,HTX,2018.0
3.0,B Weeden,35,QB,1,0.0,227.0,75.0,10/14/1983,6,0,HTX,2018.0
46.0,J Weeks,32,GC,16,0.0,242.0,70.0,2/17/1986,8,1,HTX,2018.0
43.0,S Wright,31,DB,12,5.0,184.0,71.0,4/8/1987,7,2,HTX,2018.0
89.0,J Adams,27,TE,1,0.0,254.0,77.0,12/31/1992,3,0,HTX,2019.0
27.0,M Adams,38,DB,6,0.0,205.0,71.0,3/24/1981,15,0,HTX,2019.0
50.0,T Adams,27,LB,5,2.0,230.0,74.0,4/11/1992,3,1,HTX,2019.0
37.0,J Addae,29,S,16,3.0,195.0,70.0,1/24/1990,6,2,HTX,2019.0
88.0,J Akins,27,TE,16,9.0,243.0,76.0,4/19/1992,1,4,HTX,2019.0
9.0,B Anger,31,PK,14,0.0,202.0,75.0,10/6/1988,7,2,HTX,2019.0
30.0,C Armstrong,24,DB,5,0.0,185.0,72.0,9/22/1995,1,0,HTX,2019.0
97.0,A Blackson,27,DT,15,15.0,315.0,76.0,11/14/1992,4,6,HTX,2019.0
28.0,B Boddy-Calhoun,26,DB,1,0.0,193.0,69.0,1/21/1993,3,0,HTX,2019.0
14.0,D Carter,26,WR,16,3.0,188.0,68.0,4/10/1993,1,2,HTX,2019.0
77.0,C Clark,34,T,8,7.0,305.0,77.0,10/1/1985,9,4,HTX,2019.0
51.0,D Cole,25,LB,11,0.0,237.0,72.0,5/19/1994,2,1,HTX,2019.0
22.0,A Colvin,28,DB,1,1.0,191.0,72.0,10/2/1991,5,0,HTX,2019.0
22.0,G Conley,24,DB,8,6.0,190.0,72.0,6/29/1995,2,2,HTX,2019.0
16.0,K Coutee,22,WR,9,4.0,180.0,71.0,1/14/1997,1,2,HTX,2019.0
28.0,X Crawford,24,DB,4,0.0,185.0,71.0,12/10/1995,0,0,HTX,2019.0
35.0,K Crossen,23,DB,16,0.0,185.0,70.0,4/17/1996,1,1,HTX,2019.0
41.0,Z Cunningham,25,LB,16,16.0,238.0,75.0,12/2/1994,2,8,HTX,2019.0
8.0,T Daniel,25,PK,2,0.0,231.0,73.0,12/8/1994,1,0,HTX,2019.0
92.0,B Dunn,27,DT,16,6.0,310.0,74.0,9/5/1992,5,3,HTX,2019.0
7.0,K Fairbairn,25,PK,16,0.0,183.0,72.0,1/29/1994,2,3,HTX,2019.0
87.0,D Fells,33,TE,16,14.0,270.0,79.0,4/22/1986,6,3,HTX,2019.0
15.0,W Fuller,25,WR,11,11.0,184.0,73.0,4/16/1994,3,6,HTX,2019.0
73.0,Z Fulton,28,OG,15,15.0,321.0,77.0,9/23/1991,5,8,HTX,2019.0
29.0,P Gaines,28,DB,6,2.0,193.0,72.0,4/4/1991,5,1,HTX,2019.0
44.0,C Gillaspia,24,RB,16,0.0,235.0,74.0,5/12/1995,0,0,HTX,2019.0
39.0,T Gipson,29,DB,14,14.0,207.0,73.0,8/7/1990,7,5,HTX,2019.0
28.0,V III,24,DB,6,2.0,204.0,70.0,6/3/1995,3,1,HTX,2019.0
93.0,J Heath,26,DE,2,1.0,300.0,78.0,6/18/1993,3,0,HTX,2019.0
76.0,S Henderson,27,T,4,1.0,351.0,79.0,1/21/1992,5,1,HTX,2019.0
10.0,D Hopkins,27,WR,15,15.0,212.0,73.0,6/6/1992,6,11,HTX,2019.0
71.0,T Howard,23,T,8,8.0,322.0,77.0,5/23/1996,0,4,HTX,2019.0
38.0,B Howell,23,RB,16,0.0,215.0,73.0,3/27/1996,1,0,HTX,2019.0
23.0,C Hyde,29,RB,16,14.0,229.0,72.0,9/20/1990,5,8,HTX,2019.0
25.0,D Johnson,26,RB,16,2.0,210.0,69.0,9/23/1993,4,7,HTX,2019.0
32.0,L Jr.,24,DB,14,7.0,213.0,74.0,11/4/1995,0,3,HTX,2019.0
63.0,R Johnson,24,T,16,3.0,306.0,78.0,11/28/1995,1,3,HTX,2019.0
34.0,T Jones,31,RB,11,0.0,195.0,72.0,7/26/1988,8,0,HTX,2019.0
24.0,J Joseph,35,DB,14,11.0,186.0,71.0,4/16/1984,13,4,HTX,2019.0
58.0,P Kalambayi,24,LB,16,0.0,254.0,75.0,6/26/1995,1,1,HTX,2019.0
64.0,S Kelemete,29,T,1,1.0,301.0,75.0,5/10/1990,7,1,HTX,2019.0
65.0,G Mancz,27,GC,9,1.0,302.0,76.0,4/23/1992,4,1,HTX,2019.0
54.0,J Martin,24,LB,14,0.0,242.0,74.0,12/11/1995,1,1,HTX,2019.0
66.0,N Martin,26,GC,16,16.0,295.0,76.0,4/29/1993,2,9,HTX,2019.0
2.0,A McCarron,29,QB,2,1.0,220.0,75.0,9/13/1990,5,1,HTX,2019.0
55.0,B McKinney,27,LB,14,14.0,257.0,76.0,11/19/1992,4,6,HTX,2019.0
59.0,W Mercilus,29,DE,16,16.0,258.0,76.0,7/21/1990,7,7,HTX,2019.0
52.0,B Mingo,29,LB,16,1.0,235.0,77.0,10/4/1990,6,1,HTX,2019.0
11.0,S Mitchell,25,WR,3,1.0,186.0,70.0,5/2/1994,1,0,HTX,2019.0
33.0,A Moore,24,DB,16,0.0,202.0,71.0,12/15/1995,1,1,HTX,2019.0
94.0,C Omenihu,22,DL,14,0.0,280.0,77.0,8/20/1997,0,1,HTX,2019.0
36.0,J Owens,24,S,1,0.0,210.0,71.0,7/22/1995,0,0,HTX,2019.0
98.0,D Reader,25,DT,15,15.0,347.0,75.0,7/1/1994,3,6,HTX,2019.0
20.0,J Reid,22,S,15,15.0,203.0,73.0,2/15/1997,1,5,HTX,2019.0
21.0,B Roby,27,DB,10,10.0,194.0,71.0,5/1/1992,5,4,HTX,2019.0
57.0,B Scarlett,26,LB,15,10.0,263.0,76.0,7/31/1993,3,5,HTX,2019.0
74.0,M Scharping,23,T,16,14.0,327.0,78.0,8/10/1996,0,8,HTX,2019.0
70.0,D Skipper,25,T,3,0.0,325.0,81.0,9/20/1994,2,0,HTX,2019.0
12.0,K Stills,27,WR,13,5.0,202.0,73.0,4/22/1992,6,5,HTX,2019.0
83.0,J Thomas,23,TE,5,2.0,277.0,77.0,8/2/1996,1,0,HTX,2019.0
78.0,L Tunsil,25,T,14,14.0,313.0,77.0,8/2/1994,3,10,HTX,2019.0
95.0,E Vanderdoes,25,DT,3,0.0,315.0,75.0,10/13/1994,2,0,HTX,2019.0
91.0,C Watkins,26,DT,10,1.0,305.0,75.0,12/5/1993,2,2,HTX,2019.0
4.0,D Watson,24,QB,15,15.0,215.0,74.0,9/14/1995,2,16,HTX,2019.0
99.0,J Watt,30,DE,8,8.0,288.0,77.0,3/22/1989,8,4,HTX,2019.0
46.0,J Weeks,33,GC,16,0.0,242.0,70.0,2/17/1986,9,1,HTX,2019.0
50.0,T Adams,28,LB,16,12.0,230.0,74.0,4/11/1992,4,5,HTX,2020.0
88.0,J Akins,28,TE,13,5.0,243.0,76.0,4/19/1992,2,3,HTX,2020.0
98.0,A Alufohai,24,DT,3,0.0,320.0,76.0,10/16/1996,0,0,HTX,2020.0
9.0,B Anger,32,PK,16,0.0,202.0,75.0,10/6/1988,8,2,HTX,2020.0
30.0,C Armstrong,25,DB,10,0.0,185.0,72.0,9/22/1995,2,1,HTX,2020.0
62.0,B Benzschawel,25,GC,1,0.0,300.0,78.0,9/10/1995,1,0,HTX,2020.0
90.0,R Blacklock,22,DL,15,1.0,290.0,75.0,7/9/1998,0,1,HTX,2020.0
97.0,A Brown,25,DE,3,0.0,290.0,75.0,12/30/1995,2,0,HTX,2020.0
85.0,P Brown,26,TE,13,9.0,258.0,78.0,5/4/1994,3,1,HTX,2020.0
14.0,D Carter,27,WR,9,0.0,188.0,68.0,4/10/1993,2,0,HTX,2020.0
43.0,A Chesley,24,DB,3,0.0,190.0,72.0,5/31/1996,0,0,HTX,2020.0
18.0,R Cobb,30,WR,10,2.0,195.0,70.0,8/22/1990,9,4,HTX,2020.0
51.0,D Cole,26,LB,6,0.0,237.0,72.0,5/19/1994,3,0,HTX,2020.0
13.0,B Cooks,27,WR,15,15.0,183.0,70.0,9/25/1993,6,9,HTX,2020.0
82.0,I Coulter,22,WR,1,0.0,198.0,74.0,9/18/1998,0,0,HTX,2020.0
16.0,K Coutee,23,WR,8,4.0,180.0,71.0,1/14/1997,2,3,HTX,2020.0
35.0,K Crossen,24,DB,16,4.0,185.0,70.0,4/17/1996,2,2,HTX,2020.0
41.0,Z Cunningham,26,LB,16,16.0,238.0,75.0,12/2/1994,3,6,HTX,2020.0
92.0,B Dunn,28,DT,13,13.0,310.0,74.0,9/5/1992,6,5,HTX,2020.0
56.0,K Emanuel,29,LB,7,0.0,250.0,75.0,8/16/1991,5,0,HTX,2020.0
7.0,K Fairbairn,26,PK,16,0.0,183.0,72.0,1/29/1994,3,3,HTX,2020.0
87.0,D Fells,34,TE,16,14.0,270.0,79.0,4/22/1986,7,3,HTX,2020.0
39.0,M II,24,DB,2,0.0,192.0,70.0,10/10/1996,1,0,HTX,2020.0
15.0,W Fuller,26,WR,11,11.0,184.0,73.0,4/16/1994,4,7,HTX,2020.0
73.0,Z Fulton,29,OG,16,16.0,321.0,77.0,9/23/1991,6,7,HTX,2020.0
29.0,P Gaines,29,DB,12,2.0,193.0,72.0,4/4/1991,6,1,HTX,2020.0
44.0,C Gillaspia,25,RB,7,0.0,235.0,74.0,5/12/1995,1,0,HTX,2020.0
52.0,J Greenard,23,DL,13,1.0,263.0,75.0,5/25/1997,0,1,HTX,2020.0
48.0,N Hall,24,LB,10,0.0,224.0,74.0,4/6/1996,0,1,HTX,2020.0
96.0,P Hall,25,DT,10,9.0,305.0,72.0,4/5/1995,2,3,HTX,2020.0
17.0,C Hansen,25,WR,5,2.0,202.0,74.0,1/18/1995,3,2,HTX,2020.0
26.0,V III,25,DB,16,16.0,204.0,70.0,6/3/1995,4,5,HTX,2020.0
67.0,C Heck,24,OL,3,1.0,315.0,80.0,11/20/1996,0,1,HTX,2020.0
22.0,D Hilliard,25,RB,2,0.0,202.0,71.0,2/26/1995,2,0,HTX,2020.0
71.0,T Howard,24,T,14,14.0,322.0,77.0,5/23/1996,1,8,HTX,2020.0
38.0,B Howell,24,RB,14,0.0,215.0,73.0,3/27/1996,2,0,HTX,2020.0
31.0,D Johnson,29,RB,12,12.0,224.0,73.0,12/16/1991,5,7,HTX,2020.0
25.0,D Johnson,27,RB,11,5.0,210.0,69.0,9/23/1993,5,3,HTX,2020.0
32.0,L Jr.,25,DB,16,5.0,213.0,74.0,11/4/1995,1,2,HTX,2020.0
63.0,R Johnson,25,T,12,3.0,306.0,78.0,11/28/1995,2,2,HTX,2020.0
58.0,P Kalambayi,25,LB,10,0.0,254.0,75.0,6/26/1995,2,1,HTX,2020.0
64.0,S Kelemete,30,T,14,5.0,301.0,75.0,5/10/1990,8,3,HTX,2020.0
93.0,C Liuget,30,DT,6,1.0,300.0,74.0,3/18/1990,9,1,HTX,2020.0
65.0,G Mancz,28,GC,4,0.0,302.0,76.0,4/23/1992,5,0,HTX,2020.0
54.0,J Martin,25,LB,14,1.0,242.0,74.0,12/11/1995,2,2,HTX,2020.0
66.0,N Martin,27,GC,16,16.0,295.0,76.0,4/29/1993,3,7,HTX,2020.0
2.0,A McCarron,30,QB,2,0.0,220.0,75.0,9/13/1990,6,0,HTX,2020.0
55.0,B McKinney,28,LB,4,4.0,257.0,76.0,11/19/1992,5,1,HTX,2020.0
59.0,W Mercilus,30,DE,13,12.0,258.0,76.0,7/21/1990,8,5,HTX,2020.0
11.0,S Mitchell,26,WR,6,1.0,186.0,70.0,5/2/1994,2,0,HTX,2020.0
33.0,A Moore,25,DB,11,5.0,202.0,71.0,12/15/1995,2,2,HTX,2020.0
23.0,E Murray,26,DB,14,14.0,199.0,71.0,1/7/1994,4,4,HTX,2020.0
94.0,C Omenihu,23,DL,15,5.0,280.0,77.0,8/20/1997,1,3,HTX,2020.0
36.0,J Owens,25,S,6,0.0,210.0,71.0,7/22/1995,1,0,HTX,2020.0
40.0,S Phillips,23,RB,8,0.0,209.0,68.0,10/6/1997,0,0,HTX,2020.0
24.0,C Prosise,26,RB,10,0.0,225.0,73.0,5/20/1994,4,0,HTX,2020.0
76.0,B Qvale,29,T,14,3.0,315.0,79.0,3/11/1991,6,3,HTX,2020.0
34.0,J Reid,24,DB,13,1.0,187.0,70.0,5/15/1996,0,1,HTX,2020.0
20.0,J Reid,23,S,13,13.0,203.0,73.0,2/15/1997,2,4,HTX,2020.0
21.0,B Roby,28,DB,10,10.0,194.0,71.0,5/1/1992,6,3,HTX,2020.0
57.0,B Scarlett,27,LB,11,4.0,263.0,76.0,7/31/1993,4,2,HTX,2020.0
74.0,M Scharping,24,T,15,8.0,327.0,78.0,8/10/1996,1,5,HTX,2020.0
12.0,K Stills,28,WR,10,0.0,202.0,73.0,4/22/1992,7,1,HTX,2020.0
28.0,M Thomas,30,S,9,0.0,195.0,71.0,3/17/1990,7,0,HTX,2020.0
78.0,L Tunsil,26,T,14,14.0,313.0,77.0,8/2/1994,4,10,HTX,2020.0
81.0,K Warring,23,TE,7,0.0,252.0,77.0,3/23/1997,0,0,HTX,2020.0
91.0,C Watkins,27,DT,16,11.0,305.0,75.0,12/5/1993,3,5,HTX,2020.0
4.0,D Watson,25,QB,16,16.0,215.0,74.0,9/14/1995,3,16,HTX,2020.0
99.0,J Watt,31,DE,16,16.0,288.0,77.0,3/22/1989,9,7,HTX,2020.0
46.0,J Weeks,34,GC,16,0.0,242.0,70.0,2/17/1986,10,1,HTX,2020.0
29.0,J Addai,27,RB,8,7.0,214.0,71.0,5/3/1983,4,5,CLT,2010.0
23.0,A Afalava,23,DB,4,0.0,213.0,71.0,1/20/1987,1,0,CLT,2010.0
51.0,P Angerer,23,LB,16,11.0,232.0,72.0,1/31/1987,0,5,CLT,2010.0
35.0,J Bell,24,RB,5,0.0,220.0,71.0,8/4/1986,0,0,CLT,2010.0
41.0,A Bethea,26,DB,16,16.0,206.0,71.0,7/27/1984,4,5,CLT,2010.0
58.0,G Brackett,30,LB,12,12.0,235.0,71.0,5/23/1980,7,5,CLT,2010.0
83.0,C Brooks,23,WR,1,0.0,215.0,74.0,2/5/1987,0,0,CLT,2010.0
35.0,A Brown,24,RB,1,0.0,224.0,72.0,12/15/1986,1,0,CLT,2010.0
39.0,C Brown,22,DB,10,0.0,198.0,71.0,2/26/1988,0,1,CLT,2010.0
31.0,D Brown,23,RB,13,8.0,210.0,71.0,4/11/1987,1,6,CLT,2010.0
33.0,M Bullitt,26,DB,4,3.0,200.0,73.0,11/13/1984,3,1,CLT,2010.0
44.0,D Clark,31,TE,6,6.0,252.0,75.0,6/12/1979,7,3,CLT,2010.0
17.0,A Collie,25,WR,9,6.0,200.0,73.0,11/11/1985,1,6,CLT,2010.0
53.0,K Conner,23,LB,12,9.0,225.0,73.0,2/23/1987,0,4,CLT,2010.0
96.0,K Dawson,25,DE,16,0.0,268.0,72.0,9/13/1985,3,2,CLT,2010.0
66.0,K DeVan,25,GC,16,12.0,294.0,74.0,2/10/1985,1,7,CLT,2010.0
71.0,R Diem,31,T,16,16.0,320.0,78.0,7/1/1979,9,9,CLT,2010.0
81.0,B Eldridge,23,GC,14,8.0,265.0,77.0,3/31/1987,0,0,CLT,2010.0
68.0,E Foster,25,DT,16,0.0,265.0,74.0,4/5/1985,2,2,CLT,2010.0
43.0,A Francisco,27,DB,12,12.0,207.0,74.0,7/5/1983,5,4,CLT,2010.0
93.0,D Freeney,30,DE,16,16.0,268.0,73.0,2/19/1980,8,9,CLT,2010.0
85.0,P Garcon,24,WR,14,14.0,211.0,72.0,8/8/1986,2,8,CLT,2010.0
52.0,C Glenn,24,LB,10,0.0,240.0,72.0,10/6/1986,1,1,CLT,2010.0
11.0,A Gonzalez,26,WR,2,0.0,193.0,72.0,9/18/1984,3,1,CLT,2010.0
56.0,T Hagler,29,LB,13,2.0,236.0,72.0,12/3/1981,4,4,CLT,2010.0
35.0,K Hamlin,29,DB,2,0.0,209.0,74.0,1/20/1981,7,0,CLT,2010.0
32.0,M Hart,24,RB,7,1.0,195.0,69.0,4/9/1986,2,2,CLT,2010.0
26.0,K Hayden,27,DB,11,11.0,195.0,72.0,7/23/1983,5,4,CLT,2010.0
92.0,J Hughes,22,DE,12,0.0,254.0,74.0,8/13/1988,0,1,CLT,2010.0
59.0,R Humber,23,LB,2,0.0,232.0,71.0,8/10/1987,1,0,CLT,2010.0
12.0,B James,23,WR,3,0.0,182.0,67.0,12/21/1987,0,0,CLT,2010.0
42.0,J James,23,RB,10,0.0,213.0,72.0,9/18/1987,0,1,CLT,2010.0
99.0,A Johnson,26,DT,14,2.0,310.0,75.0,12/8/1984,2,2,CLT,2010.0
74.0,C Johnson,26,T,15,15.0,305.0,76.0,5/2/1984,4,8,CLT,2010.0
3.0,J Kapinos,26,PK,1,0.0,235.0,73.0,8/23/1984,3,0,CLT,2010.0
